id	reg	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_paas_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
3289	24	2020-03-22	0	67.0	775.0	13.0	26.0	41.0	395.0	379.0	9.0	4.0	28.0	307.0	11.0	17.0	133.0	174.0
3290	24	2020-03-22	A		112.0								2.0	62.0				
3291	24	2020-03-22	B	29.0	269.0	3.0							21.0	157.0				
3292	24	2020-03-22	C	21.0	159.0	4.0							4.0	51.0				
3293	24	2020-03-22	D	4.0	71.0	1.0							1.0	18.0				
3294	24	2020-03-22	E	13.0	164.0	5.0								19.0				
3295	27	2020-03-22	0	184.0	981.0	81.0	85.0	99.0	492.0	488.0	47.0	34.0	63.0	311.0	29.0	34.0	138.0	173.0
3296	27	2020-03-22	A	2.0	119.0								5.0	64.0				
3297	27	2020-03-22	B	57.0	313.0	15.0							31.0	134.0				
3298	27	2020-03-22	C	59.0	233.0	17.0							18.0	67.0				
3299	27	2020-03-22	D	20.0	105.0	14.0							6.0	19.0				
3300	27	2020-03-22	E	46.0	211.0	35.0							3.0	27.0				
3301	28	2020-03-22	0	41.0	919.0	15.0	18.0	23.0	476.0	442.0	6.0	9.0	103.0	512.0	35.0	68.0	194.0	318.0
3302	28	2020-03-22	A	5.0	159.0								7.0	127.0				
3303	28	2020-03-22	B	19.0	340.0	6.0							65.0	223.0				
3304	28	2020-03-22	C	9.0	179.0	3.0							24.0	83.0				
3305	28	2020-03-22	D	2.0	75.0	1.0							4.0	28.0				
3306	28	2020-03-22	E	6.0	166.0	5.0							3.0	50.0				
3307	32	2020-03-22	0	150.0	1531.0	47.0	66.0	84.0	800.0	731.0	25.0	22.0	142.0	813.0	73.0	68.0	364.0	448.0
3308	32	2020-03-22	A	10.0	288.0	2.0							17.0	223.0				
3309	32	2020-03-22	B	46.0	556.0	3.0							79.0	366.0				
3310	32	2020-03-22	C	51.0	323.0	17.0							34.0	140.0				
3311	32	2020-03-22	D	23.0	155.0	11.0							4.0	35.0				
3312	32	2020-03-22	E	20.0	209.0	14.0							8.0	49.0				
3313	44	2020-03-22	0	422.0	1918.0	208.0	204.0	218.0	931.0	986.0	121.0	87.0	196.0	941.0	87.0	108.0	429.0	509.0
3314	44	2020-03-22	A	4.0	252.0	1.0							6.0	166.0				
3315	44	2020-03-22	B	130.0	627.0	27.0							111.0	444.0				
3316	44	2020-03-22	C	132.0	455.0	52.0							49.0	171.0				
3317	44	2020-03-22	D	59.0	212.0	42.0							17.0	68.0				
3318	44	2020-03-22	E	97.0	372.0	86.0							13.0	92.0				
3319	52	2020-03-22	0	111.0	810.0	48.0	50.0	61.0	419.0	391.0	25.0	23.0	101.0	562.0	36.0	65.0	229.0	332.0
3320	52	2020-03-22	A	1.0	137.0	1.0							17.0	151.0				
3321	52	2020-03-22	B	53.0	289.0	14.0							59.0	238.0				
3322	52	2020-03-22	C	25.0	177.0	7.0							17.0	81.0				
3323	52	2020-03-22	D	9.0	72.0	5.0							4.0	28.0				
3324	52	2020-03-22	E	23.0	135.0	21.0							4.0	64.0				
3325	53	2020-03-22	0	91.0	922.0	20.0	31.0	60.0	458.0	464.0	11.0	9.0	35.0	462.0	13.0	22.0	192.0	270.0
3326	53	2020-03-22	A	6.0	153.0	2.0							2.0	94.0				
3327	53	2020-03-22	B	49.0	341.0	6.0							22.0	190.0				
3328	53	2020-03-22	C	27.0	183.0	5.0							6.0	90.0				
3329	53	2020-03-22	D	6.0	80.0	4.0							3.0	30.0				
3330	53	2020-03-22	E	3.0	165.0	3.0							2.0	58.0				
3331	75	2020-03-22	0	168.0	1750.0	70.0	72.0	96.0	896.0	854.0	36.0	34.0	272.0	1416.0	109.0	163.0	564.0	852.0
3332	75	2020-03-22	A	5.0	278.0	4.0							42.0	311.0				
3333	75	2020-03-22	B	71.0	583.0	11.0							156.0	663.0				
3334	75	2020-03-22	C	47.0	366.0	15.0							53.0	235.0				
3335	75	2020-03-22	D	18.0	170.0	16.0							5.0	70.0				
3336	75	2020-03-22	E	27.0	353.0	24.0							16.0	136.0				
3337	76	2020-03-22	0	100.0	1821.0	34.0	38.0	62.0	889.0	932.0	15.0	19.0	114.0	552.0	43.0	71.0	220.0	332.0
3338	76	2020-03-22	A	22.0	287.0	4.0							17.0	139.0				
3339	76	2020-03-22	B	37.0	635.0	8.0							70.0	240.0				
3340	76	2020-03-22	C	23.0	403.0	8.0							22.0	101.0				
3341	76	2020-03-22	D	10.0	177.0	7.0							2.0	23.0				
3342	76	2020-03-22	E	8.0	318.0	7.0							3.0	49.0				
3343	84	2020-03-22	0	240.0	2235.0	123.0	98.0	142.0	1096.0	1139.0	60.0	63.0	216.0	1013.0	96.0	120.0	423.0	587.0
3344	84	2020-03-22	A	8.0	362.0	2.0							20.0	203.0				
3345	84	2020-03-22	B	83.0	793.0	14.0							128.0	438.0				
3346	84	2020-03-22	C	65.0	487.0	35.0							33.0	167.0				
3347	84	2020-03-22	D	25.0	205.0	17.0							18.0	71.0				
3348	84	2020-03-22	E	59.0	387.0	55.0							17.0	134.0				
3349	93	2020-03-22	0	186.0	2103.0	90.0	80.0	106.0	1048.0	1055.0	40.0	50.0	182.0	903.0	67.0	115.0	385.0	518.0
3350	93	2020-03-22	A	4.0	364.0	2.0							22.0	227.0				
3351	93	2020-03-22	B	65.0	749.0	16.0							99.0	364.0				
3352	93	2020-03-22	C	69.0	480.0	31.0							36.0	150.0				
3353	93	2020-03-22	D	15.0	176.0	13.0							15.0	63.0				
3354	93	2020-03-22	E	33.0	334.0	28.0							10.0	98.0				
3355	94	2020-03-22	0	40.0	131.0	40.0	18.0	22.0	70.0	61.0	18.0	22.0	19.0	50.0	8.0	11.0	19.0	31.0
3356	94	2020-03-22	A	1.0	11.0	1.0								6.0				
3357	94	2020-03-22	B	18.0	43.0	18.0							7.0	18.0				
3358	94	2020-03-22	C	16.0	34.0	16.0							10.0	17.0				
3359	94	2020-03-22	D	2.0	18.0	2.0							2.0	4.0				
3360	94	2020-03-22	E	3.0	25.0	3.0								5.0				
3361	01	2020-03-23	0	1.0	153.0	1.0		1.0	58.0	95.0		1.0						
3362	01	2020-03-23	A		20.0													
3363	01	2020-03-23	B		66.0													
3364	01	2020-03-23	C	1.0	34.0	1.0												
3365	01	2020-03-23	D		13.0													
3366	01	2020-03-23	E		20.0													
3367	02	2020-03-23	0											110.0			44.0	66.0
3368	02	2020-03-23	A											19.0				
3369	02	2020-03-23	B											35.0				
3370	02	2020-03-23	C											26.0				
3371	02	2020-03-23	D											10.0				
3372	02	2020-03-23	E											20.0				
3373	03	2020-03-23	0		177.0				86.0	91.0								
3374	03	2020-03-23	A		40.0													
3375	03	2020-03-23	B		86.0													
3376	03	2020-03-23	C		38.0													
3377	03	2020-03-23	D		8.0													
3378	03	2020-03-23	E		5.0													
3379	04	2020-03-23	0	2.0	253.0	1.0	2.0		130.0	123.0	1.0							
3380	04	2020-03-23	A		56.0													
3381	04	2020-03-23	B	2.0	93.0	1.0												
3382	04	2020-03-23	C		52.0													
3383	04	2020-03-23	D		23.0													
3384	04	2020-03-23	E		29.0													
3385	06	2020-03-23	0	3.0	82.0	1.0	1.0	2.0	44.0	38.0		1.0						
3386	06	2020-03-23	A	1.0	25.0													
3387	06	2020-03-23	B	2.0	45.0	1.0												
3388	06	2020-03-23	C		9.0													
3389	06	2020-03-23	D		3.0													
3390	06	2020-03-23	E															
3391	07	2020-03-23	0		15.0				9.0	6.0								
3392	07	2020-03-23	A															
3393	07	2020-03-23	B		8.0													
3394	07	2020-03-23	C		5.0													
3395	07	2020-03-23	D		2.0													
3396	07	2020-03-23	E															
3397	08	2020-03-23	0	1.0	5.0	1.0	1.0		3.0	2.0	1.0							
3398	08	2020-03-23	A															
3399	08	2020-03-23	B		1.0													
3400	08	2020-03-23	C	1.0	3.0	1.0												
3401	08	2020-03-23	D		1.0													
3402	08	2020-03-23	E															
3403	11	2020-03-23	0	1471.0	5464.0	462.0	734.0	736.0	2881.0	2580.0	288.0	174.0	442.0	1457.0	196.0	246.0	625.0	830.0
3404	11	2020-03-23	A	13.0	590.0	1.0							19.0	217.0				
3405	11	2020-03-23	B	603.0	2228.0	77.0							208.0	590.0				
3406	11	2020-03-23	C	547.0	1578.0	173.0							148.0	390.0				
3407	11	2020-03-23	D	159.0	489.0	92.0							41.0	116.0				
3408	11	2020-03-23	E	149.0	579.0	119.0							26.0	143.0				
3409	24	2020-03-23	0	79.0	900.0	23.0	38.0	41.0	452.0	448.0	14.0	9.0	12.0	213.0	5.0	7.0	98.0	115.0
3410	24	2020-03-23	A	1.0	119.0									26.0				
3411	24	2020-03-23	B	22.0	285.0	1.0							8.0	120.0				
3412	24	2020-03-23	C	33.0	206.0	6.0							3.0	39.0				
3413	24	2020-03-23	D	8.0	86.0	7.0							1.0	10.0				
3414	24	2020-03-23	E	15.0	204.0	9.0								18.0				
3415	27	2020-03-23	0	285.0	1232.0	131.0	127.0	158.0	604.0	628.0	78.0	53.0	54.0	212.0	23.0	31.0	87.0	125.0
3416	27	2020-03-23	A	11.0	113.0	2.0							2.0	32.0				
3417	27	2020-03-23	B	64.0	391.0	9.0							30.0	99.0				
3418	27	2020-03-23	C	103.0	336.0	40.0							11.0	47.0				
3419	27	2020-03-23	D	36.0	131.0	27.0							5.0	13.0				
3420	27	2020-03-23	E	71.0	261.0	53.0							6.0	21.0				
3421	28	2020-03-23	0	109.0	1251.0	36.0	41.0	68.0	638.0	613.0	14.0	22.0	72.0	297.0	33.0	39.0	129.0	168.0
3422	28	2020-03-23	A	6.0	183.0								6.0	59.0				
3423	28	2020-03-23	B	37.0	436.0	8.0							47.0	155.0				
3424	28	2020-03-23	C	33.0	288.0	8.0							15.0	49.0				
3425	28	2020-03-23	D	14.0	141.0	5.0							2.0	10.0				
3426	28	2020-03-23	E	19.0	202.0	15.0							2.0	24.0				
3427	32	2020-03-23	0	273.0	1841.0	112.0	136.0	137.0	939.0	902.0	62.0	50.0	98.0	746.0	37.0	61.0	328.0	415.0
3428	32	2020-03-23	A	16.0	287.0	1.0							7.0	159.0				
3429	32	2020-03-23	B	92.0	615.0	15.0							63.0	379.0				
3430	32	2020-03-23	C	82.0	426.0	35.0							23.0	133.0				
3431	32	2020-03-23	D	35.0	199.0	23.0							2.0	23.0				
3432	32	2020-03-23	E	48.0	314.0	38.0							3.0	45.0				
3433	44	2020-03-23	0	748.0	2307.0	364.0	365.0	383.0	1169.0	1138.0	227.0	137.0	182.0	744.0	65.0	117.0	296.0	447.0
3434	44	2020-03-23	A	8.0	213.0	4.0							2.0	109.0				
3435	44	2020-03-23	B	196.0	688.0	22.0							92.0	347.0				
3436	44	2020-03-23	C	239.0	602.0	101.0							47.0	145.0				
3437	44	2020-03-23	D	144.0	346.0	105.0							21.0	52.0				
3438	44	2020-03-23	E	161.0	458.0	132.0							20.0	90.0				
3439	52	2020-03-23	0	141.0	1017.0	64.0	53.0	88.0	533.0	484.0	34.0	30.0	104.0	437.0	40.0	63.0	186.0	250.0
3440	52	2020-03-23	A	7.0	160.0	2.0							9.0	82.0				
3441	52	2020-03-23	B	40.0	302.0	8.0							62.0	195.0				
3442	52	2020-03-23	C	44.0	241.0	19.0							20.0	75.0				
3443	52	2020-03-23	D	14.0	110.0	10.0							7.0	32.0				
3444	52	2020-03-23	E	36.0	204.0	25.0							6.0	53.0				
3445	53	2020-03-23	0	129.0	1294.0	36.0	50.0	79.0	583.0	711.0	15.0	21.0	26.0	295.0	11.0	15.0	129.0	166.0
3446	53	2020-03-23	A	2.0	180.0								4.0	50.0				
3447	53	2020-03-23	B	62.0	425.0	11.0							16.0	145.0				
3448	53	2020-03-23	C	34.0	309.0	8.0							4.0	47.0				
3449	53	2020-03-23	D	10.0	124.0	6.0							2.0	26.0				
3450	53	2020-03-23	E	21.0	256.0	11.0								27.0				
3451	75	2020-03-23	0	264.0	2263.0	98.0	105.0	159.0	1127.0	1136.0	47.0	51.0	207.0	1141.0	88.0	119.0	481.0	660.0
3452	75	2020-03-23	A	4.0	251.0	1.0							17.0	206.0				
3453	75	2020-03-23	B	104.0	697.0	12.0							117.0	503.0				
3454	75	2020-03-23	C	87.0	589.0	29.0							54.0	249.0				
3455	75	2020-03-23	D	26.0	245.0	17.0							8.0	73.0				
3456	75	2020-03-23	E	43.0	481.0	39.0							11.0	110.0				
3457	76	2020-03-23	0	152.0	2066.0	70.0	63.0	88.0	1021.0	1044.0	33.0	36.0	82.0	353.0	31.0	51.0	131.0	222.0
3458	76	2020-03-23	A	14.0	244.0	2.0							12.0	78.0				
3459	76	2020-03-23	B	41.0	705.0	7.0							46.0	165.0				
3460	76	2020-03-23	C	42.0	502.0	17.0							15.0	66.0				
3461	76	2020-03-23	D	24.0	241.0	19.0							3.0	23.0				
3462	76	2020-03-23	E	31.0	374.0	25.0							6.0	21.0				
3463	84	2020-03-23	0	472.0	2778.0	220.0	196.0	276.0	1420.0	1358.0	105.0	115.0	175.0	814.0	77.0	98.0	355.0	458.0
3464	84	2020-03-23	A	5.0	369.0								9.0	119.0				
3465	84	2020-03-23	B	189.0	969.0	38.0							104.0	393.0				
3466	84	2020-03-23	C	113.0	638.0	50.0							27.0	136.0				
3467	84	2020-03-23	D	78.0	308.0	55.0							13.0	56.0				
3468	84	2020-03-23	E	87.0	494.0	77.0							21.0	109.0				
3469	93	2020-03-23	0	310.0	2321.0	145.0	149.0	161.0	1153.0	1168.0	88.0	57.0	145.0	686.0	62.0	83.0	282.0	404.0
3470	93	2020-03-23	A	2.0	265.0	1.0							18.0	140.0				
3471	93	2020-03-23	B	105.0	815.0	25.0							75.0	273.0				
3472	93	2020-03-23	C	99.0	622.0	30.0							37.0	138.0				
3473	93	2020-03-23	D	42.0	236.0	32.0							10.0	56.0				
3474	93	2020-03-23	E	62.0	383.0	57.0							5.0	78.0				
3475	94	2020-03-23	0	93.0	183.0	91.0	32.0	61.0	83.0	100.0	30.0	61.0	15.0	41.0	4.0	11.0	14.0	27.0
3476	94	2020-03-23	A	2.0	7.0	2.0								6.0				
3477	94	2020-03-23	B	45.0	84.0	43.0							5.0	18.0				
3478	94	2020-03-23	C	29.0	55.0	29.0							8.0	14.0				
3479	94	2020-03-23	D	5.0	16.0	5.0								1.0				
3480	94	2020-03-23	E	12.0	21.0	12.0							2.0	2.0				
3481	01	2020-03-24	0	1.0	128.0	1.0	1.0		59.0	69.0	1.0							
3482	01	2020-03-24	A		19.0													
3483	01	2020-03-24	B		45.0													
3484	01	2020-03-24	C	1.0	36.0	1.0												
3485	01	2020-03-24	D		15.0													
3486	01	2020-03-24	E		13.0													
3487	02	2020-03-24	0											108.0			42.0	66.0
3488	02	2020-03-24	A											17.0				
3489	02	2020-03-24	B											36.0				
3490	02	2020-03-24	C											28.0				
3491	02	2020-03-24	D											9.0				
3492	02	2020-03-24	E											18.0				
3493	03	2020-03-24	0	2.0	163.0		1.0	1.0	83.0	80.0								
3494	03	2020-03-24	A		41.0													
3495	03	2020-03-24	B		78.0													
3496	03	2020-03-24	C	2.0	29.0													
3497	03	2020-03-24	D		11.0													
3498	03	2020-03-24	E		4.0													
3499	04	2020-03-24	0	3.0	269.0	2.0	1.0	2.0	149.0	120.0	1.0	1.0						
3500	04	2020-03-24	A		52.0													
3501	04	2020-03-24	B		103.0													
3502	04	2020-03-24	C	2.0	67.0	1.0												
3503	04	2020-03-24	D		21.0													
3504	04	2020-03-24	E	1.0	26.0	1.0												
3505	06	2020-03-24	0															
3506	06	2020-03-24	A															
3507	06	2020-03-24	B															
3508	06	2020-03-24	C															
3509	06	2020-03-24	D															
3510	06	2020-03-24	E															
3511	07	2020-03-24	0		16.0				5.0	11.0								
3512	07	2020-03-24	A															
3513	07	2020-03-24	B		7.0													
3514	07	2020-03-24	C		9.0													
3515	07	2020-03-24	D															
3516	07	2020-03-24	E															
3517	08	2020-03-24	0		10.0				7.0	3.0								
3518	08	2020-03-24	A		1.0													
3519	08	2020-03-24	B		5.0													
3520	08	2020-03-24	C		3.0													
3521	08	2020-03-24	D		1.0													
3522	08	2020-03-24	E															
3523	11	2020-03-24	0	1642.0	5108.0	547.0	838.0	804.0	2716.0	2389.0	333.0	214.0	375.0	1368.0	163.0	212.0	606.0	761.0
3524	11	2020-03-24	A	11.0	553.0	3.0							17.0	208.0				
3525	11	2020-03-24	B	676.0	2066.0	79.0							170.0	547.0				
3526	11	2020-03-24	C	582.0	1459.0	205.0							127.0	349.0				
3527	11	2020-03-24	D	194.0	475.0	124.0							31.0	112.0				
3528	11	2020-03-24	E	179.0	555.0	136.0							30.0	152.0				
3529	24	2020-03-24	0	55.0	821.0	14.0	28.0	27.0	411.0	409.0	10.0	4.0	21.0	191.0	5.0	16.0	66.0	125.0
3530	24	2020-03-24	A	2.0	114.0	1.0							1.0	31.0				
3531	24	2020-03-24	B	19.0	263.0	1.0							19.0	106.0				
3532	24	2020-03-24	C	23.0	193.0	5.0							1.0	35.0				
3533	24	2020-03-24	D	5.0	76.0	3.0								8.0				
3534	24	2020-03-24	E	6.0	175.0	4.0								11.0				
3535	27	2020-03-24	0	277.0	1146.0	111.0	112.0	165.0	583.0	563.0	55.0	56.0	32.0	163.0	15.0	17.0	78.0	85.0
3536	27	2020-03-24	A	5.0	103.0	1.0							2.0	29.0				
3537	27	2020-03-24	B	104.0	400.0	15.0							19.0	78.0				
3538	27	2020-03-24	C	70.0	280.0	28.0							6.0	31.0				
3539	27	2020-03-24	D	33.0	127.0	20.0								9.0				
3540	27	2020-03-24	E	65.0	236.0	47.0							5.0	16.0				
3541	28	2020-03-24	0	102.0	1187.0	35.0	45.0	57.0	581.0	606.0	21.0	14.0	67.0	266.0	30.0	37.0	118.0	148.0
3542	28	2020-03-24	A	7.0	213.0								2.0	57.0				
3543	28	2020-03-24	B	34.0	396.0	3.0							47.0	124.0				
3544	28	2020-03-24	C	33.0	274.0	16.0							12.0	45.0				
3545	28	2020-03-24	D	10.0	128.0	4.0							4.0	18.0				
3546	28	2020-03-24	E	18.0	176.0	12.0							2.0	22.0				
3547	32	2020-03-24	0	293.0	1835.0	99.0	130.0	163.0	916.0	919.0	53.0	46.0	120.0	596.0	51.0	69.0	264.0	332.0
3548	32	2020-03-24	A	13.0	268.0	4.0							11.0	128.0				
3549	32	2020-03-24	B	99.0	643.0	10.0							74.0	295.0				
3550	32	2020-03-24	C	82.0	421.0	26.0							24.0	90.0				
3551	32	2020-03-24	D	47.0	213.0	28.0							6.0	38.0				
3552	32	2020-03-24	E	52.0	290.0	31.0							5.0	41.0				
3553	44	2020-03-24	0	573.0	2030.0	286.0	276.0	297.0	1071.0	959.0	166.0	120.0	146.0	665.0	69.0	75.0	307.0	355.0
3554	44	2020-03-24	A	1.0	203.0								8.0	98.0				
3555	44	2020-03-24	B	181.0	631.0	24.0							70.0	311.0				
3556	44	2020-03-24	C	165.0	488.0	78.0							40.0	143.0				
3557	44	2020-03-24	D	105.0	282.0	77.0							18.0	53.0				
3558	44	2020-03-24	E	121.0	426.0	107.0							9.0	59.0				
3559	52	2020-03-24	0	171.0	999.0	69.0	73.0	98.0	504.0	494.0	38.0	31.0	57.0	375.0	24.0	33.0	160.0	212.0
3560	52	2020-03-24	A	12.0	174.0	2.0							5.0	75.0				
3561	52	2020-03-24	B	65.0	309.0	13.0							39.0	166.0				
3562	52	2020-03-24	C	38.0	224.0	13.0							11.0	70.0				
3563	52	2020-03-24	D	21.0	99.0	14.0								16.0				
3564	52	2020-03-24	E	35.0	192.0	27.0							2.0	48.0				
3565	53	2020-03-24	0	111.0	1205.0	35.0	46.0	65.0	603.0	602.0	17.0	18.0	29.0	257.0	10.0	19.0	105.0	152.0
3566	53	2020-03-24	A	1.0	179.0								1.0	41.0				
3567	53	2020-03-24	B	38.0	380.0	7.0							19.0	126.0				
3568	53	2020-03-24	C	34.0	298.0	10.0							4.0	46.0				
3569	53	2020-03-24	D	21.0	130.0	9.0							2.0	15.0				
3570	53	2020-03-24	E	17.0	218.0	9.0							3.0	29.0				
3571	75	2020-03-24	0	269.0	2085.0	98.0	112.0	157.0	1089.0	996.0	53.0	45.0	167.0	986.0	64.0	103.0	451.0	535.0
3572	75	2020-03-24	A	3.0	249.0								16.0	183.0				
3573	75	2020-03-24	B	107.0	656.0	14.0							93.0	452.0				
3574	75	2020-03-24	C	82.0	520.0	27.0							47.0	200.0				
3575	75	2020-03-24	D	24.0	228.0	15.0							6.0	52.0				
3576	75	2020-03-24	E	53.0	432.0	42.0							5.0	98.0				
3577	76	2020-03-24	0	124.0	1857.0	61.0	55.0	69.0	954.0	903.0	31.0	30.0	64.0	325.0	18.0	46.0	143.0	182.0
3578	76	2020-03-24	A	12.0	201.0	8.0							8.0	69.0				
3579	76	2020-03-24	B	32.0	663.0	7.0							32.0	134.0				
3580	76	2020-03-24	C	40.0	484.0	15.0							17.0	75.0				
3581	76	2020-03-24	D	20.0	197.0	15.0							4.0	15.0				
3582	76	2020-03-24	E	20.0	312.0	16.0							3.0	32.0				
3583	84	2020-03-24	0	437.0	2528.0	224.0	200.0	237.0	1291.0	1237.0	122.0	102.0	162.0	799.0	61.0	101.0	339.0	460.0
3584	84	2020-03-24	A	3.0	329.0	1.0							4.0	120.0				
3585	84	2020-03-24	B	138.0	863.0	35.0							89.0	341.0				
3586	84	2020-03-24	C	146.0	650.0	63.0							40.0	177.0				
3587	84	2020-03-24	D	68.0	255.0	51.0							15.0	70.0				
3588	84	2020-03-24	E	82.0	431.0	74.0							14.0	91.0				
3589	93	2020-03-24	0	275.0	2034.0	118.0	104.0	170.0	977.0	1055.0	53.0	65.0	175.0	736.0	68.0	107.0	298.0	438.0
3590	93	2020-03-24	A	2.0	238.0	1.0							12.0	128.0				
3591	93	2020-03-24	B	116.0	758.0	24.0							102.0	329.0				
3592	93	2020-03-24	C	87.0	489.0	38.0							42.0	145.0				
3593	93	2020-03-24	D	31.0	202.0	21.0							10.0	55.0				
3594	93	2020-03-24	E	39.0	347.0	34.0							9.0	79.0				
3595	94	2020-03-24	0	95.0	169.0	95.0	29.0	66.0	75.0	94.0	29.0	66.0	15.0	40.0		15.0	11.0	29.0
3596	94	2020-03-24	A		5.0									7.0				
3597	94	2020-03-24	B	33.0	62.0	33.0							12.0	21.0				
3598	94	2020-03-24	C	44.0	65.0	44.0								5.0				
3599	94	2020-03-24	D	5.0	15.0	5.0							2.0	4.0				
3600	94	2020-03-24	E	13.0	22.0	13.0							1.0	3.0				
3601	01	2020-03-25	0	2.0	124.0			2.0	63.0	61.0								
3602	01	2020-03-25	A		26.0													
3603	01	2020-03-25	B	1.0	43.0													
3604	01	2020-03-25	C	1.0	20.0													
3605	01	2020-03-25	D		14.0													
3606	01	2020-03-25	E		21.0													
3607	02	2020-03-25	0											85.0			30.0	55.0
3608	02	2020-03-25	A											12.0				
3609	02	2020-03-25	B											30.0				
3610	02	2020-03-25	C											17.0				
3611	02	2020-03-25	D											11.0				
3612	02	2020-03-25	E											15.0				
3613	03	2020-03-25	0		129.0				70.0	59.0								
3614	03	2020-03-25	A		35.0													
3615	03	2020-03-25	B		52.0													
3616	03	2020-03-25	C		29.0													
3617	03	2020-03-25	D		6.0													
3618	03	2020-03-25	E		7.0													
3619	04	2020-03-25	0	4.0	229.0	2.0	2.0	2.0	113.0	116.0	1.0	1.0						
3620	04	2020-03-25	A	1.0	41.0													
3621	04	2020-03-25	B	1.0	67.0													
3622	04	2020-03-25	C	2.0	66.0	2.0												
3623	04	2020-03-25	D		24.0													
3624	04	2020-03-25	E		31.0													
3625	06	2020-03-25	0	11.0	68.0		5.0	6.0	36.0	32.0								
3626	06	2020-03-25	A	2.0	13.0													
3627	06	2020-03-25	B	5.0	33.0													
3628	06	2020-03-25	C	3.0	17.0													
3629	06	2020-03-25	D		2.0													
3630	06	2020-03-25	E	1.0	3.0													
3631	07	2020-03-25	0		11.0				7.0	4.0								
3632	07	2020-03-25	A		3.0													
3633	07	2020-03-25	B		4.0													
3634	07	2020-03-25	C		4.0													
3635	07	2020-03-25	D															
3636	07	2020-03-25	E															
3637	08	2020-03-25	0	1.0	12.0		1.0		7.0	5.0								
3638	08	2020-03-25	A		1.0													
3639	08	2020-03-25	B		6.0													
3640	08	2020-03-25	C	1.0	3.0													
3641	08	2020-03-25	D		2.0													
3642	08	2020-03-25	E															
3643	11	2020-03-25	0	1671.0	5133.0	572.0	839.0	832.0	2714.0	2419.0	362.0	210.0	391.0	1268.0	191.0	200.0	587.0	680.0
3644	11	2020-03-25	A	12.0	548.0	7.0							24.0	188.0				
3645	11	2020-03-25	B	687.0	2082.0	93.0							176.0	471.0				
3646	11	2020-03-25	C	644.0	1528.0	242.0							111.0	309.0				
3647	11	2020-03-25	D	159.0	438.0	101.0							45.0	136.0				
3648	11	2020-03-25	E	169.0	537.0	129.0							32.0	157.0				
3649	24	2020-03-25	0	55.0	782.0	15.0	27.0	28.0	390.0	392.0	7.0	8.0	22.0	168.0	6.0	16.0	73.0	95.0
3650	24	2020-03-25	A		115.0								5.0	32.0				
3651	24	2020-03-25	B	18.0	258.0	1.0							13.0	79.0				
3652	24	2020-03-25	C	19.0	148.0	7.0							3.0	27.0				
3653	24	2020-03-25	D	8.0	93.0	5.0							1.0	11.0				
3654	24	2020-03-25	E	10.0	168.0	2.0								19.0				
3655	27	2020-03-25	0	298.0	1155.0	113.0	110.0	188.0	551.0	604.0	59.0	54.0	46.0	212.0	19.0	27.0	93.0	119.0
3656	27	2020-03-25	A	7.0	90.0	1.0							5.0	36.0				
3657	27	2020-03-25	B	100.0	386.0	12.0							25.0	98.0				
3658	27	2020-03-25	C	89.0	307.0	26.0							10.0	42.0				
3659	27	2020-03-25	D	39.0	132.0	27.0							2.0	13.0				
3660	27	2020-03-25	E	63.0	240.0	47.0							4.0	23.0				
3661	28	2020-03-25	0	107.0	1130.0	33.0	47.0	60.0	562.0	567.0	18.0	15.0	78.0	287.0	42.0	36.0	122.0	165.0
3662	28	2020-03-25	A	1.0	200.0								4.0	61.0				
3663	28	2020-03-25	B	48.0	379.0	8.0							55.0	136.0				
3664	28	2020-03-25	C	25.0	236.0	6.0							10.0	47.0				
3665	28	2020-03-25	D	13.0	125.0	6.0							6.0	17.0				
3666	28	2020-03-25	E	20.0	189.0	13.0							3.0	26.0				
3667	32	2020-03-25	0	263.0	1817.0	107.0	120.0	143.0	927.0	890.0	56.0	51.0	120.0	600.0	54.0	66.0	280.0	319.0
3668	32	2020-03-25	A	12.0	276.0	6.0							13.0	132.0				
3669	32	2020-03-25	B	85.0	655.0	12.0							73.0	297.0				
3670	32	2020-03-25	C	81.0	415.0	32.0							20.0	99.0				
3671	32	2020-03-25	D	33.0	184.0	18.0							8.0	35.0				
3672	32	2020-03-25	E	52.0	287.0	39.0							6.0	36.0				
3673	44	2020-03-25	0	534.0	1983.0	280.0	270.0	264.0	1001.0	982.0	177.0	103.0	195.0	657.0	85.0	110.0	283.0	374.0
3674	44	2020-03-25	A	1.0	211.0								6.0	91.0				
3675	44	2020-03-25	B	146.0	607.0	24.0							98.0	320.0				
3676	44	2020-03-25	C	174.0	514.0	85.0							58.0	136.0				
3677	44	2020-03-25	D	98.0	261.0	76.0							16.0	47.0				
3678	44	2020-03-25	E	115.0	390.0	95.0							17.0	63.0				
3679	52	2020-03-25	0	195.0	1003.0	95.0	86.0	109.0	492.0	511.0	54.0	41.0	89.0	386.0	30.0	59.0	167.0	218.0
3680	52	2020-03-25	A	8.0	169.0	1.0							7.0	71.0				
3681	52	2020-03-25	B	63.0	300.0	18.0							49.0	173.0				
3682	52	2020-03-25	C	68.0	251.0	29.0							21.0	69.0				
