id	dep	date_pass	tranche_age	nb_pass_suspit	nb_pass_tot	nb_hospit	nb_pass_h	nb_pass_f	nb_pass_tot_h	nb_pass_tot_f	nb_hospit_h	nb_hospit_f	nb_acte	nb_acte_tot	nb_acte_h	nb_acte_f	nb_acte_tot_h	nb_acte_tot_f
4897	9	2020-01-03	0	0	121	0	0	0	60	61	0	0						
4898	9	2020-01-03	A	0	20	0												
4899	9	2020-01-03	B	0	47	0												
4900	9	2020-01-03	C	0	22	0												
4901	9	2020-01-03	D	0	8	0												
4902	9	2020-01-03	E	0	24	0												
4903	10	2020-01-03	0	0	198	0	0	0	107	91	0	0	0	150	0	0	59	91
4904	10	2020-01-03	A	0	42	0							0	37				
4905	10	2020-01-03	B	0	78	0							0	83				
4906	10	2020-01-03	C	0	30	0							0	21				
4907	10	2020-01-03	D	0	16	0							0	4				
4908	10	2020-01-03	E	0	32	0							0	5				
4909	11	2020-01-03	0	0	289	0	0	0	134	154	0	0						
4910	11	2020-01-03	A	0	66	0												
4911	11	2020-01-03	B	0	103	0												
4912	11	2020-01-03	C	0	55	0												
4913	11	2020-01-03	D	0	31	0												
4914	11	2020-01-03	E	0	34	0												
4915	12	2020-01-03	0	0	124	0	0	0	68	56	0	0						
4916	12	2020-01-03	A	0	15	0												
4917	12	2020-01-03	B	0	46	0												
4918	12	2020-01-03	C	0	33	0												
4919	12	2020-01-03	D	0	13	0												
4920	12	2020-01-03	E	0	17	0												
4921	13	2020-01-03	0	4	1345	2	3	1	701	644	2	0	0	197	0	0	86	111
4922	13	2020-01-03	A	0	323	0							0	70				
4923	13	2020-01-03	B	3	516	2							0	79				
4924	13	2020-01-03	C	0	233	0							0	26				
4925	13	2020-01-03	D	1	90	0							0	4				
4926	13	2020-01-03	E	0	183	0							0	17				
4927	14	2020-01-03	0	1	459	0	1	0	238	221	0	0	1	353	1	0	140	213
4928	14	2020-01-03	A	0	107	0							0	94				
4929	14	2020-01-03	B	1	159	0							1	170				
4930	14	2020-01-03	C	0	77	0							0	56				
4931	14	2020-01-03	D	0	47	0							0	14				
4932	14	2020-01-03	E	0	69	0							0	19				
4933	15	2020-01-03	0	0	87	0	0	0	42	45	0	0						
4934	15	2020-01-03	A	0	10	0												
4935	15	2020-01-03	B	0	32	0												
4936	15	2020-01-03	C	0	15	0												
4937	15	2020-01-03	D	0	8	0												
4938	15	2020-01-03	E	0	22	0												
4939	16	2020-01-03	0	0	219	0	0	0	120	99	0	0						
4940	16	2020-01-03	A	0	13	0												
4941	16	2020-01-03	B	0	87	0												
4942	16	2020-01-03	C	0	48	0												
4943	16	2020-01-03	D	0	21	0												
4944	16	2020-01-03	E	0	50	0												
4945	17	2020-01-03	0	2	443	1	1	1	245	198	0	1	0	52	0	0	28	24
4946	17	2020-01-03	A	0	45	0							0	12				
4947	17	2020-01-03	B	0	133	0							0	23				
4948	17	2020-01-03	C	1	109	0							0	5				
4949	17	2020-01-03	D	0	56	0							0	4				
4950	17	2020-01-03	E	1	100	1							0	8				
4951	18	2020-01-03	0	0	115	0	0	0	62	53	0	0	0	243	0	0	112	131
4952	18	2020-01-03	A	0	14	0							0	55				
4953	18	2020-01-03	B	0	34	0							0	132				
4954	18	2020-01-03	C	0	27	0							0	38				
4955	18	2020-01-03	D	0	15	0							0	10				
4956	18	2020-01-03	E	0	25	0							0	8				
4957	19	2020-01-03	0	0	168	0	0	0	98	70	0	0						
4958	19	2020-01-03	A	0	20	0												
4959	19	2020-01-03	B	0	55	0												
4960	19	2020-01-03	C	0	38	0												
4961	19	2020-01-03	D	0	20	0												
4962	19	2020-01-03	E	0	35	0												
4963	21	2020-01-03	0	10	298	5	2	8	167	131	2	3	0	140	0	0	56	84
4964	21	2020-01-03	A	0	40	0							0	35				
4965	21	2020-01-03	B	2	115	0							0	67				
4966	21	2020-01-03	C	3	62	1							0	21				
4967	21	2020-01-03	D	2	31	2							0	9				
4968	21	2020-01-03	E	3	50	2							0	8				
4969	22	2020-01-03	0	0	271	0	0	0	139	132	0	0						
4970	22	2020-01-03	A	0	51	0												
4971	22	2020-01-03	B	0	89	0												
4972	22	2020-01-03	C	0	53	0												
4973	22	2020-01-03	D	0	22	0												
4974	22	2020-01-03	E	0	56	0												
4975	23	2020-01-03	0	0	64	0	0	0	30	34	0	0						
4976	23	2020-01-03	A	0	5	0												
4977	23	2020-01-03	B	0	18	0												
4978	23	2020-01-03	C	0	19	0												
4979	23	2020-01-03	D	0	2	0												
4980	23	2020-01-03	E	0	20	0												
4981	24	2020-01-03	0	0	191	0	0	0	99	92	0	0						
4982	24	2020-01-03	A	0	12	0												
4983	24	2020-01-03	B	0	77	0												
4984	24	2020-01-03	C	0	34	0												
4985	24	2020-01-03	D	0	24	0												
4986	24	2020-01-03	E	0	44	0												
4987	25	2020-01-03	0	2	226	2	1	1	126	100	1	1	0	159	0	0	83	76
4988	25	2020-01-03	A	0	51	0							0	40				
4989	25	2020-01-03	B	1	75	1							0	75				
4990	25	2020-01-03	C	0	45	0							0	15				
4991	25	2020-01-03	D	0	20	0							0	10				
4992	25	2020-01-03	E	1	35	1							0	14				
4993	26	2020-01-03	0	0	339	0	0	0	178	161	0	0						
4994	26	2020-01-03	A	0	93	0												
4995	26	2020-01-03	B	0	113	0												
4996	26	2020-01-03	C	0	61	0												
4997	26	2020-01-03	D	0	24	0												
4998	26	2020-01-03	E	0	48	0												
4999	27	2020-01-03	0	0	206	0	0	0	99	107	0	0						
5000	27	2020-01-03	A	0	29	0												
5001	27	2020-01-03	B	0	84	0												
5002	27	2020-01-03	C	0	52	0												
5003	27	2020-01-03	D	0	19	0												
5004	27	2020-01-03	E	0	22	0												
5005	28	2020-01-03	0	0	393	0	0	0	186	207	0	0						
5006	28	2020-01-03	A	0	45	0												
5007	28	2020-01-03	B	0	160	0												
5008	28	2020-01-03	C	0	78	0												
5009	28	2020-01-03	D	0	45	0												
5010	28	2020-01-03	E	0	65	0												
5011	29	2020-01-03	0	1	603	0	1	0	296	307	0	0	0	213	0	0	101	112
5012	29	2020-01-03	A	0	103	0							0	57				
5013	29	2020-01-03	B	1	206	0							0	96				
5014	29	2020-01-03	C	0	87	0							0	42				
5015	29	2020-01-03	D	0	71	0							0	6				
5016	29	2020-01-03	E	0	136	0							0	12				
5017	2	2020-01-03	0	0	108	0	0	0	60	48	0	0	0	107	0	0	36	59
5018	2	2020-01-03	A	0	12	0							0	32				
5019	2	2020-01-03	B	0	34	0							0	44				
5020	2	2020-01-03	C	0	29	0							0	23				
5021	2	2020-01-03	D	0	11	0							0	5				
5022	2	2020-01-03	E	0	22	0							0	2				
5023	2	2020-01-03	0	11	127	10	4	7	61	66	3	7						
5024	2	2020-01-03	A	4	21	4												
5025	2	2020-01-03	B	5	50	4												
5026	2	2020-01-03	C	1	21	1												
5027	2	2020-01-03	D	1	13	1												
5028	2	2020-01-03	E	0	22	0												
5029	30	2020-01-03	0	0	511	0	0	0	248	263	0	0	0	90	0	0	39	51
5030	30	2020-01-03	A	0	110	0							0	28				
5031	30	2020-01-03	B	0	173	0							0	45				
5032	30	2020-01-03	C	0	102	0							0	12				
5033	30	2020-01-03	D	0	44	0												
5034	30	2020-01-03	E	0	82	0							0	5				
5035	31	2020-01-03	0	1	751	0	0	1	390	361	0	0	0	134	0	0	63	71
5036	31	2020-01-03	A	0	159	0							0	29				
5037	31	2020-01-03	B	1	310	0							0	72				
5038	31	2020-01-03	C	0	136	0							0	20				
5039	31	2020-01-03	D	0	58	0							0	7				
5040	31	2020-01-03	E	0	88	0							0	6				
5041	32	2020-01-03	0	0	69	0	0	0	32	37	0	0						
5042	32	2020-01-03	A	0	7	0												
5043	32	2020-01-03	B	0	24	0												
5044	32	2020-01-03	C	0	18	0												
5045	32	2020-01-03	D	0	6	0												
5046	32	2020-01-03	E	0	14	0												
5047	33	2020-01-03	0	0	814	0	0	0	411	403	0	0	0	917	0	0	367	550
5048	33	2020-01-03	A	0	116	0							0	217				
5049	33	2020-01-03	B	0	302	0							0	432				
5050	33	2020-01-03	C	0	154	0							0	149				
5051	33	2020-01-03	D	0	79	0							0	56				
5052	33	2020-01-03	E	0	163	0							0	63				
5053	34	2020-01-03	0	0	814	0	0	0	388	426	0	0	0	147	0	0	63	84
5054	34	2020-01-03	A	0	196	0							0	58				
5055	34	2020-01-03	B	0	296	0							0	56				
5056	34	2020-01-03	C	0	146	0							0	21				
5057	34	2020-01-03	D	0	67	0							0	5				
5058	34	2020-01-03	E	0	109	0							0	7				
5059	35	2020-01-03	0	0	609	0	0	0	332	277	0	0	0	163	0	0	75	88
5060	35	2020-01-03	A	0	152	0							0	32				
5061	35	2020-01-03	B	0	229	0							0	87				
5062	35	2020-01-03	C	0	94	0							0	18				
5063	35	2020-01-03	D	0	45	0							0	7				
5064	35	2020-01-03	E	0	89	0							0	19				
5065	36	2020-01-03	0	0	101	0	0	0	53	48	0	0						
5066	36	2020-01-03	A	0	18	0												
5067	36	2020-01-03	B	0	42	0												
5068	36	2020-01-03	C	0	19	0												
5069	36	2020-01-03	D	0	1	0												
5070	36	2020-01-03	E	0	21	0												
5071	37	2020-01-03	0	0	371	0	0	0	182	188	0	0	1	177	0	1	55	122
5072	37	2020-01-03	A	0	100	0							0	34				
5073	37	2020-01-03	B	0	108	0							1	103				
5074	37	2020-01-03	C	0	72	0							0	19				
5075	37	2020-01-03	D	0	28	0							0	7				
5076	37	2020-01-03	E	0	63	0							0	14				
5077	38	2020-01-03	0	0	834	0	0	0	403	431	0	0	0	200	0	0	75	125
5078	38	2020-01-03	A	0	192	0							0	38				
5079	38	2020-01-03	B	0	288	0							0	98				
5080	38	2020-01-03	C	0	156	0							0	38				
5081	38	2020-01-03	D	0	64	0							0	5				
5082	38	2020-01-03	E	0	134	0							0	21				
5083	39	2020-01-03	0	0	219	0	0	0	120	98	0	0						
5084	39	2020-01-03	A	0	26	0												
5085	39	2020-01-03	B	0	74	0												
5086	39	2020-01-03	C	0	56	0												
5087	39	2020-01-03	D	0	23	0												
5088	39	2020-01-03	E	0	40	0												
5089	40	2020-01-03	0	2	170	0	2	0	99	71	0	0						
5090	40	2020-01-03	A	0	36	0												
5091	40	2020-01-03	B	2	52	0												
5092	40	2020-01-03	C	0	28	0												
5093	40	2020-01-03	D	0	27	0												
5094	40	2020-01-03	E	0	27	0												
5095	41	2020-01-03	0	0	233	0	0	0	120	113	0	0						
5096	41	2020-01-03	A	0	54	0												
5097	41	2020-01-03	B	0	77	0												
5098	41	2020-01-03	C	0	43	0												
5099	41	2020-01-03	D	0	17	0												
5100	41	2020-01-03	E	0	42	0												
5101	42	2020-01-03	0	0	714	0	0	0	364	350	0	0	0	161	0	0	70	88
5102	42	2020-01-03	A	0	131	0							0	35				
5103	42	2020-01-03	B	0	269	0							0	60				
5104	42	2020-01-03	C	0	145	0							0	33				
5105	42	2020-01-03	D	0	58	0							0	10				
5106	42	2020-01-03	E	0	111	0							0	23				
5107	43	2020-01-03	0	0	35	0	0	0	17	18	0	0						
5108	43	2020-01-03	A	0	6	0												
5109	43	2020-01-03	B	0	13	0												
5110	43	2020-01-03	C	0	9	0												
5111	43	2020-01-03	D	0	6	0												
5112	43	2020-01-03	E	0	1	0												
5113	44	2020-01-03	0	10	500	0	3	7	281	219	0	0	0	588	0	0	249	320
5114	44	2020-01-03	A	2	119	0							0	125				
5115	44	2020-01-03	B	6	187	0							0	307				
5116	44	2020-01-03	C	2	92	0							0	82				
5117	44	2020-01-03	D	0	31	0							0	24				
5118	44	2020-01-03	E	0	71	0							0	46				
5119	45	2020-01-03	0	0	410	0	0	0	209	201	0	0	0	44	0	0	22	22
5120	45	2020-01-03	A	0	86	0							0	6				
5121	45	2020-01-03	B	0	159	0							0	27				
5122	45	2020-01-03	C	0	74	0							0	5				
5123	45	2020-01-03	D	0	36	0							0	2				
5124	45	2020-01-03	E	0	55	0							0	4				
5125	46	2020-01-03	0	0	107	0	0	0	49	58	0	0						
5126	46	2020-01-03	A	0	18	0												
5127	46	2020-01-03	B	0	31	0												
5128	46	2020-01-03	C	0	24	0												
5129	46	2020-01-03	D	0	7	0												
5130	46	2020-01-03	E	0	27	0												
5131	47	2020-01-03	0	0	226	0	0	0	107	119	0	0						
5132	47	2020-01-03	A	0	29	0												
5133	47	2020-01-03	B	0	75	0												
5134	47	2020-01-03	C	0	54	0												
5135	47	2020-01-03	D	0	19	0												
5136	47	2020-01-03	E	0	49	0												
5137	48	2020-01-03	0	0	24	0	0	0	15	9	0	0						
5138	48	2020-01-03	A	0	5	0												
5139	48	2020-01-03	B	0	13	0												
5140	48	2020-01-03	C	0	2	0												
5141	48	2020-01-03	D	0	2	0												
5142	48	2020-01-03	E	0	2	0												
5143	49	2020-01-03	0	18	412	4	10	8	219	193	3	1						
5144	49	2020-01-03	A	0	102	0												
5145	49	2020-01-03	B	11	171	1												
5146	49	2020-01-03	C	4	58	1												
5147	49	2020-01-03	D	3	28	2												
5148	49	2020-01-03	E	0	53	0												
5149	50	2020-01-03	0	0	377	0	0	0	190	187	0	0	0	164	0	0	73	91
5150	50	2020-01-03	A	0	77	0							0	38				
5151	50	2020-01-03	B	0	127	0							0	72				
5152	50	2020-01-03	C	0	63	0							0	40				
5153	50	2020-01-03	D	0	30	0							0	9				
5154	50	2020-01-03	E	0	80	0							0	5				
5155	51	2020-01-03	0	1	311	1	0	1	160	151	0	1	0	34	0	0	19	15
5156	51	2020-01-03	A	0	67	0							0	15				
5157	51	2020-01-03	B	1	123	1							0	15				
5158	51	2020-01-03	C	0	46	0							0	2				
5159	51	2020-01-03	D	0	25	0							0	1				
5160	51	2020-01-03	E	0	49	0							0	1				
5161	52	2020-01-03	0	0	112	0	0	0	51	61	0	0						
5162	52	2020-01-03	A	0	20	0												
5163	52	2020-01-03	B	0	48	0												
5164	52	2020-01-03	C	0	16	0												
5165	52	2020-01-03	D	0	14	0												
5166	52	2020-01-03	E	0	14	0												
5167	53	2020-01-03	0	0	82	0	0	0	44	38	0	0						
5168	53	2020-01-03	A	0	15	0												
5169	53	2020-01-03	B	0	31	0												
5170	53	2020-01-03	C	0	17	0												
5171	53	2020-01-03	D	0	7	0												
5172	53	2020-01-03	E	0	12	0												
5173	54	2020-01-03	0	0	385	0	0	0	186	199	0	0	0	149	0	0	67	82
5174	54	2020-01-03	A	0	77	0							0	36				
5175	54	2020-01-03	B	0	130	0							0	75				
5176	54	2020-01-03	C	0	77	0							0	16				
5177	54	2020-01-03	D	0	36	0							0	8				
5178	54	2020-01-03	E	0	65	0							0	14				
5179	55	2020-01-03	0	0	92	0	0	0	53	39	0	0						
5180	55	2020-01-03	A	0	16	0												
5181	55	2020-01-03	B	0	34	0												
5182	55	2020-01-03	C	0	20	0												
5183	55	2020-01-03	D	0	9	0												
5184	55	2020-01-03	E	0	13	0												
5185	56	2020-01-03	0	7	306	1	4	3	151	155	1	0	0	96	0	0	41	55
5186	56	2020-01-03	A	1	60	0							0	20				
5187	56	2020-01-03	B	3	91	0							0	49				
5188	56	2020-01-03	C	2	59	1							0	18				
5189	56	2020-01-03	D	1	30	0							0	2				
5190	56	2020-01-03	E	0	66	0							0	7				
5191	57	2020-01-03	0	0	796	0	0	0	404	392	0	0						
5192	57	2020-01-03	A	0	202	0												
5193	57	2020-01-03	B	0	294	0												
5194	57	2020-01-03	C	0	132	0												
5195	57	2020-01-03	D	0	60	0												
5196	57	2020-01-03	E	0	108	0												
5197	58	2020-01-03	0	1	176	0	0	1	101	75	0	0						
5198	58	2020-01-03	A	0	33	0												
5199	58	2020-01-03	B	0	47	0												
5200	58	2020-01-03	C	1	47	0												
5201	58	2020-01-03	D	0	19	0												
5202	58	2020-01-03	E	0	30	0												
5203	59	2020-01-03	0	5	1947	1	1	4	971	976	0	1	0	711	0	0	302	409
5204	59	2020-01-03	A	0	492	0							0	215				
5205	59	2020-01-03	B	3	775	0							0	398				
5206	59	2020-01-03	C	0	318	0							0	72				
5207	59	2020-01-03	D	1	138	1							0	15				
5208	59	2020-01-03	E	1	223	0							0	8				
5209	60	2020-01-03	0	0	155	0	0	0	84	71	0	0						
5210	60	2020-01-03	A	0	14	0												
5211	60	2020-01-03	B	0	77	0												
5212	60	2020-01-03	C	0	33	0												
5213	60	2020-01-03	D	0	12	0												
5214	60	2020-01-03	E	0	19	0												
5215	61	2020-01-03	0	0	228	0	0	0	121	107	0	0						
5216	61	2020-01-03	A	0	65	0												
5217	61	2020-01-03	B	0	63	0												
5218	61	2020-01-03	C	0	52	0												
5219	61	2020-01-03	D	0	23	0												
5220	61	2020-01-03	E	0	25	0												
5221	62	2020-01-03	0	0	544	0	0	0	272	272	0	0						
5222	62	2020-01-03	A	0	122	0												
5223	62	2020-01-03	B	0	218	0												
5224	62	2020-01-03	C	0	85	0												
5225	62	2020-01-03	D	0	46	0												
5226	62	2020-01-03	E	0	73	0												
5227	63	2020-01-03	0	0	183	0	0	0	87	96	0	0	0	131	0	0	58	73
5228	63	2020-01-03	A	0	39	0							0	26				
5229	63	2020-01-03	B	0	80	0							0	56				
5230	63	2020-01-03	C	0	30	0							0	25				
5231	63	2020-01-03	D	0	12	0							0	1				
5232	63	2020-01-03	E	0	22	0							0	23				
5233	64	2020-01-03	0	8	442	1	4	4	227	215	1	0	0	307	0	0	130	177
5234	64	2020-01-03	A	1	84	0							0	58				
5235	64	2020-01-03	B	4	142	0							0	160				
5236	64	2020-01-03	C	2	80	0							0	52				
5237	64	2020-01-03	D	0	48	0							0	13				
5238	64	2020-01-03	E	1	88	1							0	24				
5239	65	2020-01-03	0	0	124	0	0	0	68	56	0	0						
5240	65	2020-01-03	A	0	18	0												
5241	65	2020-01-03	B	0	43	0												
5242	65	2020-01-03	C	0	29	0												
5243	65	2020-01-03	D	0	13	0												
5244	65	2020-01-03	E	0	21	0												
5245	66	2020-01-03	0	2	340	0	2	0	183	157	0	0	0	101	0	0	43	58
5246	66	2020-01-03	A	0	75	0							0	40				
5247	66	2020-01-03	B	2	111	0							0	34				
5248	66	2020-01-03	C	0	73	0							0	13				
5249	66	2020-01-03	D	0	39	0							0	4				
5250	66	2020-01-03	E	0	42	0							0	10				
5251	67	2020-01-03	0	3	481	0	1	2	232	249	0	0	0	284	0	0	120	164
5252	67	2020-01-03	A	1	103	0							0	80				
5253	67	2020-01-03	B	2	165	0							0	129				
5254	67	2020-01-03	C	0	87	0							0	31				
5255	67	2020-01-03	D	0	44	0							0	16				
5256	67	2020-01-03	E	0	82	0							0	27				
5257	68	2020-01-03	0	1	450	1	0	1	243	207	0	1	4	117	1	3	46	71
5258	68	2020-01-03	A	0	102	0							0	35				
5259	68	2020-01-03	B	0	139	0							0	51				
5260	68	2020-01-03	C	1	108	1							3	17				
5261	68	2020-01-03	D	0	45	0							1	3				
5262	68	2020-01-03	E	0	56	0							0	9				
5263	69	2020-01-03	0	2	1244	2	2	0	698	546	2	0	0	325	0	0	157	168
5264	69	2020-01-03	A	0	247	0							0	71				
5265	69	2020-01-03	B	2	504	2							0	167				
5266	69	2020-01-03	C	0	232	0							0	31				
5267	69	2020-01-03	D	0	87	0							0	11				
5268	69	2020-01-03	E	0	174	0							0	40				
5269	70	2020-01-03	0	0	123	0	0	0	61	62	0	0						
5270	70	2020-01-03	A	0	19	0												
5271	70	2020-01-03	B	0	39	0												
5272	70	2020-01-03	C	0	25	0												
5273	70	2020-01-03	D	0	12	0												
5274	70	2020-01-03	E	0	28	0												
5275	71	2020-01-03	0	3	383	3	1	2	200	183	1	2						
5276	71	2020-01-03	A	0	68	0												
5277	71	2020-01-03	B	0	132	0												
5278	71	2020-01-03	C	2	76	2												
5279	71	2020-01-03	D	0	30	0												
5280	71	2020-01-03	E	1	77	1												
5281	72	2020-01-03	0	9	393	9	4	5	210	183	4	5						
5282	72	2020-01-03	A	1	86	1												
5283	72	2020-01-03	B	5	129	5												
5284	72	2020-01-03	C	3	77	3												
5285	72	2020-01-03	D	0	37	0												
5286	72	2020-01-03	E	0	64	0												
5287	73	2020-01-03	0	0	262	0	0	0	131	131	0	0	0	143	0	0	57	86
5288	73	2020-01-03	A	0	42	0							0	37				
5289	73	2020-01-03	B	0	106	0							0	68				
5290	73	2020-01-03	C	0	64	0							0	23				
5291	73	2020-01-03	D	0	26	0							0	4				
5292	73	2020-01-03	E	0	24	0							0	11				
5293	74	2020-01-03	0	0	727	0	0	0	371	356	0	0	0	129	0	0	58	71
5294	74	2020-01-03	A	0	127	0							0	38				
5295	74	2020-01-03	B	0	307	0							0	60				
5296	74	2020-01-03	C	0	126	0							0	15				
5297	74	2020-01-03	D	0	60	0							0	4				
5298	74	2020-01-03	E	0	107	0							0	12				
5299	75	2020-01-03	0	7	1340	2	4	3	743	597	1	1	0	1174	0	0	493	680
5300	75	2020-01-03	A	0	285	0							0	302				
5301	75	2020-01-03	B	4	547	0							0	531				
5302	75	2020-01-03	C	2	282	1							0	193				
5303	75	2020-01-03	D	0	81	0							0	44				
5304	75	2020-01-03	E	1	145	1							0	83				
5305	76	2020-01-03	0	0	988	0	0	0	505	483	0	0	0	106	0	0	53	53
5306	76	2020-01-03	A	0	282	0							0	33				
5307	76	2020-01-03	B	0	353	0							0	63				
5308	76	2020-01-03	C	0	163	0							0	7				
5309	76	2020-01-03	D	0	70	0												
5310	76	2020-01-03	E	0	120	0							0	3				
5311	77	2020-01-03	0	8	602	0	4	4	301	301	0	0	0	231	0	0	109	120
5312	77	2020-01-03	A	0	164	0							0	97				
5313	77	2020-01-03	B	4	246	0							0	102				
5314	77	2020-01-03	C	4	116	0							0	21				
5315	77	2020-01-03	D	0	25	0							0	8				
5316	77	2020-01-03	E	0	51	0							0	3				
5317	78	2020-01-03	0	0	867	0	0	0	451	416	0	0	0	191	0	0	92	99
5318	78	2020-01-03	A	0	201	0							0	79				
5319	78	2020-01-03	B	0	347	0							0	77				
5320	78	2020-01-03	C	0	161	0							0	28				
5321	78	2020-01-03	D	0	42	0							0	2				
5322	78	2020-01-03	E	0	116	0							0	5				
5323	79	2020-01-03	0	0	237	0	0	0	128	109	0	0						
5324	79	2020-01-03	A	0	34	0												
5325	79	2020-01-03	B	0	90	0												
5326	79	2020-01-03	C	0	51	0												
5327	79	2020-01-03	D	0	22	0												
5328	79	2020-01-03	E	0	40	0												
5329	80	2020-01-03	0	0	449	0	0	0	207	242	0	0	0	328	0	0	155	173
5330	80	2020-01-03	A	0	111	0							0	89				
5331	80	2020-01-03	B	0	178	0							0	169				
5332	80	2020-01-03	C	0	67	0							0	49				
5333	80	2020-01-03	D	0	36	0							0	9				
5334	80	2020-01-03	E	0	57	0							0	12				
5335	81	2020-01-03	0	0	284	0	0	0	149	135	0	0						
5336	81	2020-01-03	A	0	62	0												
5337	81	2020-01-03	B	0	106	0												
5338	81	2020-01-03	C	0	47	0												
5339	81	2020-01-03	D	0	26	0												
5340	81	2020-01-03	E	0	43	0												
5341	82	2020-01-03	0	2	128	0	1	1	58	70	0	0						
5342	82	2020-01-03	A	1	28	0												
5343	82	2020-01-03	B	0	52	0												
5344	82	2020-01-03	C	1	19	0												
5345	82	2020-01-03	D	0	10	0												
5346	82	2020-01-03	E	0	19	0												
5347	83	2020-01-03	0	1	646	1	1	0	315	331	1	0	0	532	0	0	237	295
5348	83	2020-01-03	A	0	145	0							0	169				
5349	83	2020-01-03	B	0	191	0							0	201				
5350	83	2020-01-03	C	0	116	0							0	72				
5351	83	2020-01-03	D	0	53	0							0	29				
5352	83	2020-01-03	E	1	141	1							0	56				
5353	84	2020-01-03	0	1	476	1	1	0	236	240	1	0	0	35	0	0	10	25
5354	84	2020-01-03	A	0	101	0							0	5				
5355	84	2020-01-03	B	0	172	0							0	21				
5356	84	2020-01-03	C	1	89	1							0	6				
5357	84	2020-01-03	D	0	54	0							0	1				
5358	84	2020-01-03	E	0	60	0							0	2				
5359	85	2020-01-03	0	0	366	0	0	0	206	160	0	0						
5360	85	2020-01-03	A	0	71	0												
5361	85	2020-01-03	B	0	130	0												
5362	85	2020-01-03	C	0	80	0												
5363	85	2020-01-03	D	0	36	0												
5364	85	2020-01-03	E	0	49	0												
5365	86	2020-01-03	0	0	243	0	0	0	140	103	0	0						
5366	86	2020-01-03	A	0	37	0												
5367	86	2020-01-03	B	0	97	0												
5368	86	2020-01-03	C	0	38	0												
5369	86	2020-01-03	D	0	31	0												
5370	86	2020-01-03	E	0	40	0												
5371	87	2020-01-03	0	0	277	0	0	0	139	138	0	0	0	209	0	0	90	119
5372	87	2020-01-03	A	0	47	0							0	54				
5373	87	2020-01-03	B	0	87	0							0	99				
5374	87	2020-01-03	C	0	59	0							0	32				
5375	87	2020-01-03	D	0	34	0							0	8				
5376	87	2020-01-03	E	0	50	0							0	16				
5377	88	2020-01-03	0	6	307	0	3	3	164	143	0	0						
5378	88	2020-01-03	A	0	65	0												
5379	88	2020-01-03	B	1	86	0												
5380	88	2020-01-03	C	4	70	0												
5381	88	2020-01-03	D	1	24	0												
5382	88	2020-01-03	E	0	62	0												
5383	89	2020-01-03	0	0	349	0	0	0	188	161	0	0	0	88	0	0	47	41
5384	89	2020-01-03	A	0	70	0							0	29				
5385	89	2020-01-03	B	0	115	0							0	35				
5386	89	2020-01-03	C	0	88	0							0	12				
5387	89	2020-01-03	D	0	28	0							0	6				
5388	89	2020-01-03	E	0	48	0							0	6				
5389	90	2020-01-03	0	0	146	0	0	0	78	68	0	0						
5390	90	2020-01-03	A	0	3	0												
5391	90	2020-01-03	B	0	48	0												
5392	90	2020-01-03	C	0	38	0												
5393	90	2020-01-03	D	0	25	0												
5394	90	2020-01-03	E	0	32	0												
5395	91	2020-01-03	0	0	683	0	0	0	346	337	0	0	0	138	0	0	66	72
5396	91	2020-01-03	A	0	125	0							0	56				
5397	91	2020-01-03	B	0	320	0							0	50				
5398	91	2020-01-03	C	0	134	0							0	22				
5399	91	2020-01-03	D	0	42	0							0	5				
5400	91	2020-01-03	E	0	62	0							0	5				
5401	92	2020-01-03	0	1	952	1	1	0	495	457	1	0						
5402	92	2020-01-03	A	1	305	1												
5403	92	2020-01-03	B	0	359	0												
5404	92	2020-01-03	C	0	157	0												
5405	92	2020-01-03	D	0	39	0												
5406	92	2020-01-03	E	0	92	0												
5407	93	2020-01-03	0	1	990	1	1	0	514	476	1	0						
5408	93	2020-01-03	A	0	264	0												
5409	93	2020-01-03	B	0	440	0												
5410	93	2020-01-03	C	1	176	1												
5411	93	2020-01-03	D	0	52	0												
5412	93	2020-01-03	E	0	58	0												
5413	94	2020-01-03	0	2	1047	2	1	1	532	514	1	1						
5414	94	2020-01-03	A	0	263	0												
5415	94	2020-01-03	B	2	427	2												
5416	94	2020-01-03	C	0	180	0												
5417	94	2020-01-03	D	0	73	0												
5418	94	2020-01-03	E	0	104	0												
5419	95	2020-01-03	0	1	819	0	1	0	431	388	0	0	0	355	0	0	168	187
5420	95	2020-01-03	A	0	235	0							0	138				
5421	95	2020-01-03	B	1	329	0							0	156				
5422	95	2020-01-03	C	0	122	0							0	44				
5423	95	2020-01-03	D	0	44	0							0	6				
5424	95	2020-01-03	E	0	89	0							0	9				
5425	971	2020-01-03	0	0	247	0	0	0	122	125	0	0						
5426	971	2020-01-03	A	0	65	0												
5427	971	2020-01-03	B	0	95	0												
5428	971	2020-01-03	C	0	36	0												
5429	971	2020-01-03	D	0	20	0												
5430	971	2020-01-03	E	0	31	0												
5431	972	2020-01-03	0										0	129	0	0	51	78
5432	972	2020-01-03	A										0	27				
5433	972	2020-01-03	B										0	54				
5434	972	2020-01-03	C										0	24				
5435	972	2020-01-03	D										0	5				
5436	972	2020-01-03	E										0	19				
5437	973	2020-01-03	0	0	314	0	0	0	143	171	0	0						
5438	973	2020-01-03	A	0	101	0												
5439	973	2020-01-03	B	0	141	0												
5440	973	2020-01-03	C	0	52	0												
